date,admin1,temp_max,temp_min,precipitation
2023-01-07,Deir ez-Zor,16.6,-6.5,0.0
2023-01-08,Aleppo,4.9,-12.1,1.3
2023-01-08,Damascus,9.3,-6.1,3.4
2023-01-08,Homs,5.3,-13.1,0.0
2023-01-08,Idlib,6.7,-7.7,3.5
2023-01-08,Lattakia,10.1,1.8,0.1
2023-01-08,Hama,8.4,-6.3,0.0
2023-01-08,Al-Hasakah,12.6,-14.7,16.2
2023-01-08,Deir ez-Zor,13.5,-9.0,8.4
2023-01-09,Aleppo,8.3,-10.5,0.0
2023-01-09,Damascus,10.5,-6.3,6.9
2023-01-09,Homs,6.1,-9.6,0.0
2023-01-09,Idlib,9.7,-8.4,6.9
2023-01-09,Lattakia,14.7,0.8,0.0
2023-01-09,Hama,9.1,-8.2,0.0
2023-01-09,Al-Hasakah,3.9,-4.4,5.6
2023-01-09,Deir ez-Zor,15.1,-5.3,0.0
2023-01-10,Aleppo,10.2,-9.0,0.8
2023-01-10,Damascus,5.7,-7.2,0.0
2023-01-10,Homs,4.8,-9.2,0.0
2023-01-10,Idlib,3.8,-11.3,0.0
2023-01-10,Lattakia,10.3,0.3,2.8
2023-01-10,Hama,8.2,-10.2,0.3
2023-01-10,Al-Hasakah,7.4,-11.6,0.0
2023-01-10,Deir ez-Zor,14.4,-6.3,0.0
2023-01-11,Aleppo,8.1,-8.5,0.0
2023-01-11,Damascus,8.4,-6.5,0.0
2023-01-11,Homs,12.8,-11.5,0.0
2023-01-11,Idlib,14.9,-9.7,3.1
2023-01-11,Lattakia,10.6,1.2,0.0
2023-01-11,Hama,9.4,-2.9,0.0
2023-01-11,Al-Hasakah,3.9,-8.2,0.0
2023-01-11,Deir ez-Zor,11.8,-2.5,4.5
2023-01-12,Aleppo,7.2,-5.3,0.3
2023-01-12,Damascus,8.4,-7.5,0.0
2023-01-12,Homs,5.2,-7.9,15.4
2023-01-12,Idlib,10.6,-10.4,0.6
2023-01-12,Lattakia,15.5,1.2,0.0
2023-01-12,Hama,14.7,-3.1,3.1
2023-01-12,Al-Hasakah,11.2,-7.1,0.1
2023-01-12,Deir ez-Zor,10.2,-3.7,0.0
2023-01-13,Aleppo,6.3,-4.9,0.0
2023-01-13,Damascus,8.5,-5.5,0.0
2023-01-13,Homs,6.6,-8.4,0.0
2023-01-13,Idlib,8.2,-7.6,0.8
2023-01-13,Lattakia,10.3,2.2,0.0
2023-01-13,Hama,14.8,-8.2,0.2
2023-01-13,Al-Hasakah,4.4,-10.5,3.1
2023-01-13,Deir ez-Zor,13.7,-13.0,0.0
2023-01-14,Aleppo,10.4,-9.7,1.2
2023-01-14,Damascus,15.8,-8.1,0.0
2023-01-14,Homs,9.3,-11.7,3.8
2023-01-14,Idlib,13.2,-13.5,7.0
2023-01-14,Lattakia,10.1,-1.6,0.0
2023-01-14,Hama,13.8,-5.0,0.0
2023-01-14,Al-Hasakah,7.3,-11.1,0.0
2023-01-14,Deir ez-Zor,9.0,-6.2,0.0
2023-01-15,Aleppo,3.8,-6.6,1.4
2023-01-15,Damascus,7.0,-9.4,0.0
2023-01-15,Homs,7.1,-11.2,0.0
2023-01-15,Idlib,8.1,-9.5,0.0
2023-01-15,Lattakia,11.8,3.1,13.3
2023-01-15,Hama,3.9,-5.7,2.0
2023-01-15,Al-Hasakah,2.3,-8.7,0.0
2023-01-15,Deir ez-Zor,15.8,-9.9,2.1
2023-01-16,Aleppo,11.2,-9.3,0.0
2023-01-16,Damascus,10.5,-3.5,0.0
2023-01-16,Homs,8.8,-9.5,0.0
2023-01-16,Idlib,10.1,-8.6,0.3
2023-01-16,Lattakia,15.1,1.9,0.0
2023-01-16,Hama,7.6,-8.0,0.0
2023-01-16,Al-Hasakah,8.2,-3.4,0.0
2023-01-16,Deir ez-Zor,13.7,-6.9,6.9
2023-01-17,Aleppo,9.3,-8.2,0.0
2023-01-17,Damascus,9.8,-5.0,0.0
2023-01-17,Homs,2.8,-5.9,0.0
2023-01-17,Idlib,11.0,-1.2,0.0
2023-01-17,Lattakia,11.0,-0.7,0.0
2023-01-17,Hama,9.4,-8.0,0.0
2023-01-17,Al-Hasakah,10.7,-9.7,0.0
2023-01-17,Deir ez-Zor,12.6,-9.5,0.0
2023-01-18,Aleppo,11.1,-4.1,0.0
2023-01-18,Damascus,6.9,-9.9,0.0
2023-01-18,Homs,2.0,-4.9,0.0
2023-01-18,Idlib,10.1,-9.6,0.1
2023-01-18,Lattakia,13.5,3.3,0.0
2023-01-18,Hama,7.0,-5.5,0.0
2023-01-18,Al-Hasakah,12.5,-9.5,0.0
2023-01-18,Deir ez-Zor,11.6,-7.9,0.0
2023-01-19,Aleppo,8.2,-8.4,2.0
2023-01-19,Damascus,11.9,-6.4,6.7
2023-01-19,Homs,6.7,-12.2,3.4
2023-01-19,Idlib,8.7,-4.9,0.1
2023-01-19,Lattakia,11.4,-1.2,0.0
2023-01-19,Hama,17.2,-6.3,0.0
2023-01-19,Al-Hasakah,8.5,-8.4,0.2
2023-01-19,Deir ez-Zor,12.0,-7.6,0.0
2023-01-20,Aleppo,12.6,-12.4,9.9
2023-01-20,Damascus,5.3,-8.4,0.0
2023-01-20,Homs,10.5,-5.1,1.3
2023-01-20,Idlib,8.0,-5.2,0.5
2023-01-20,Lattakia,14.7,2.8,5.5
2023-01-20,Hama,11.5,-7.1,3.0
2023-01-20,Al-Hasakah,3.1,-3.5,0.0
2023-01-20,Deir ez-Zor,13.7,-6.5,0.0
2023-01-21,Aleppo,12.7,-12.4,14.8
2023-01-21,Damascus,12.6,-6.4,0.0
2023-01-21,Homs,14.3,-6.5,9.0
2023-01-21,Idlib,5.8,-6.0,12.3
2023-01-21,Lattakia,10.0,3.2,8.9
2023-01-21,Hama,14.7,-2.2,12.3
2023-01-21,Al-Hasakah,9.5,-13.6,25.5
2023-01-21,Deir ez-Zor,11.3,-8.2,4.2
2023-01-22,Aleppo,10.7,-6.4,0.2
2023-01-22,Damascus,8.1,-5.8,0.0
2023-01-22,Homs,11.5,-9.7,6.5
2023-01-22,Idlib,8.0,-1.6,0.0
2023-01-22,Lattakia,15.2,4.3,10.6
2023-01-22,Hama,6.1,-6.5,0.0
2023-01-22,Al-Hasakah,11.0,-5.9,0.0
2023-01-22,Deir ez-Zor,10.8,-4.2,0.0
2023-01-23,Aleppo,11.8,-6.3,0.0
2023-01-23,Damascus,11.4,-6.5,0.0
2023-01-23,Homs,11.6,-8.0,33.4
2023-01-23,Idlib,8.7,-6.7,0.0
2023-01-23,Lattakia,15.2,-0.2,3.9
2023-01-23,Hama,13.3,-9.5,0.0
2023-01-23,Al-Hasakah,9.0,-4.6,0.0
2023-01-23,Deir ez-Zor,18.4,-1.7,0.0
2023-01-24,Aleppo,8.2,-2.8,0.0
2023-01-24,Damascus,9.0,-6.5,1.8
2023-01-24,Homs,8.3,-7.0,0.0
2023-01-24,Idlib,13.2,-6.3,4.8
2023-01-24,Lattakia,14.1,3.4,1.3
2023-01-24,Hama,8.5,-7.0,0.3
2023-01-24,Al-Hasakah,13.2,-8.5,8.5
2023-01-24,Deir ez-Zor,19.3,-11.0,0.0
2023-01-25,Aleppo,7.9,-7.2,0.0
2023-01-25,Damascus,11.2,-4.8,0.0
2023-01-25,Homs,8.0,-9.4,6.4
2023-01-25,Idlib,8.8,-5.0,3.3
2023-01-25,Lattakia,13.2,4.9,1.6
2023-01-25,Hama,12.4,-2.6,0.0
2023-01-25,Al-Hasakah,11.6,-5.6,0.0
2023-01-25,Deir ez-Zor,19.6,-3.8,0.0
2023-01-26,Aleppo,11.1,-7.0,0.0
2023-01-26,Damascus,11.1,-5.3,5.0
2023-01-26,Homs,7.9,-6.7,16.5
2023-01-26,Idlib,12.4,-5.0,0.0
2023-01-26,Lattakia,12.8,2.9,0.3
2023-01-26,Hama,14.4,-9.0,0.0
2023-01-26,Al-Hasakah,7.7,-5.7,0.1
2023-01-26,Deir ez-Zor,19.6,-7.1,0.0
2023-01-27,Aleppo,5.8,-11.3,0.0
2023-01-27,Damascus,7.7,-3.5,0.0
2023-01-27,Homs,5.1,-4.8,2.8
2023-01-27,Idlib,16.3,-7.9,20.7
2023-01-27,Lattakia,13.5,3.4,5.3
2023-01-27,Hama,10.7,-2.2,10.1
2023-01-27,Al-Hasakah,11.3,-5.3,0.0
2023-01-27,Deir ez-Zor,16.6,-4.5,5.8
2023-01-28,Aleppo,10.3,-9.2,0.0
2023-01-28,Damascus,13.5,-6.7,0.0
2023-01-28,Homs,7.8,-12.9,5.9
2023-01-28,Idlib,8.1,-5.2,0.0
2023-01-28,Lattakia,13.0,-0.3,12.2
2023-01-28,Hama,8.5,-4.7,0.4
2023-01-28,Al-Hasakah,10.4,-8.8,0.0
2023-01-28,Deir ez-Zor,15.5,-4.9,49.9
2023-01-29,Aleppo,12.7,-4.4,0.0
2023-01-29,Damascus,14.3,-6.2,0.0
2023-01-29,Homs,13.3,-6.1,0.0
2023-01-29,Idlib,16.4,-4.4,1.4
2023-01-29,Lattakia,13.6,3.8,1.0
2023-01-29,Hama,11.3,0.7,0.0
2023-01-29,Al-Hasakah,10.2,-5.6,0.0
2023-01-29,Deir ez-Zor,16.6,-9.2,0.0
2023-01-30,Aleppo,7.2,-8.8,10.1
2023-01-30,Damascus,16.4,-5.8,0.0
2023-01-30,Homs,9.1,-4.2,0.0
2023-01-30,Idlib,15.8,-1.2,6.3
2023-01-30,Lattakia,12.4,1.2,9.6
2023-01-30,Hama,13.2,-5.3,0.0
2023-01-30,Al-Hasakah,13.8,-10.0,17.4
2023-01-30,Deir ez-Zor,12.0,-1.6,0.0
2023-01-31,Aleppo,11.3,-8.1,0.0
2023-01-31,Damascus,6.9,-5.5,0.0
2023-01-31,Homs,8.8,-7.1,0.0
2023-01-31,Idlib,10.6,0.7,0.0
2023-01-31,Lattakia,16.6,3.6,5.6
2023-01-31,Hama,11.4,-6.8,8.7
2023-01-31,Al-Hasakah,13.3,-4.6,0.0
2023-01-31,Deir ez-Zor,25.5,-3.2,0.0
